C2males,65,30,60,5,62,66,63,,,,
65,1,0,0,0.1231,0.159,0,0,,,,
30,0,1,0.6101,0,0,0.7088,0,,,,
60,0,0.6101,1,0,0,0.2898,0,,,,
5,0.1231,0,0,1,0,0.0957,0,,,,
62,0.159,0,0,0,1,0,0.1472,,,,
66,0,0.7088,0.2898,0.0957,0,1,0,,,,
63,0,0,0,0,0.1472,0,1,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
